#Tabulated potential
r,f(r)
8.2975,1.048396887201529
8.2985,1.0483406367902137
8.2995,1.0482844291398015
8.3005,1.0482282643722076
8.3015,1.048172142608867
8.3025,1.0481160639707374
8.3035,1.0480600285782986
8.3045,1.0480040365515553
8.3055,1.047948088010037
8.3065,1.0478921830727983
8.307500000000001,1.0478363218584217
8.3085,1.0477805044850173
8.3095,1.047724731070224
8.3105,1.04766900173121
8.3115,1.047613316584676
8.3125,1.0475576757468525
8.3135,1.0475020793335044
8.3145,1.0474465274599296
8.3155,1.0473910202409615
8.3165,1.0473355577909687
8.3175,1.0472801402238565
8.3185,1.0472247676530684
8.3195,1.0471694401915863
8.320500000000001,1.047114157951932
8.3215,1.0470589210461685
8.3225,1.0470037295858994
8.323500000000001,1.046948583682272
8.3245,1.0468934834459762
8.3255,1.0468384289872479
8.3265,1.0467834204158672
8.3275,1.0467284578411618
8.3285,1.046673541372007
8.3295,1.0466186711168255
8.3305,1.0465638471835905
8.3315,1.0465090696798258
8.3325,1.0464543387126066
8.3335,1.0463996543885596
8.3345,1.0463450168138666
8.3355,1.0462904260942623
8.336500000000001,1.0462358823350375
8.3375,1.0461813856410394
8.3385,1.0461269361166723
8.339500000000001,1.0460725338658987
8.3405,1.046018178992241
8.3415,1.045963871598781
8.3425,1.045909611788162
8.3435,1.0458553996625903
8.3445,1.045801235323834
8.3455,1.0457471188732261
8.3465,1.045693050411665
8.3475,1.0456390300396143
8.3485,1.0455850578571053
8.3495,1.0455311339637368
8.3505,1.0454772584586771
8.3515,1.045423431440664
8.352500000000001,1.0453696530080063
8.3535,1.0453159232585845
8.3545,1.0452622422898525
8.355500000000001,1.045208610198837
8.3565,1.0451550270821404
8.3575,1.0451014930359397
8.3585,1.0450480081559899
8.3595,1.0449945725376224
8.3605,1.0449411862757478
8.3615,1.0448878494648561
8.3625,1.0448345621990174
8.3635,1.0447813245718842
8.3645,1.04472813667669
8.3655,1.0446749986062527
8.3665,1.0446219104529741
8.3675,1.044568872308841
8.368500000000001,1.0445158842654272
8.3695,1.0444629464138924
8.3705,1.0444100588449852
8.371500000000001,1.044357221649043
8.3725,1.0443044349159936
8.3735,1.044251698735355
8.3745,1.0441990131962373
8.3755,1.044146378387344
8.3765,1.0440937943969708
8.3775,1.04404126131301
8.3785,1.0439887792229483
8.3795,1.0439363482138695
8.3805,1.0438839683724543
8.3815,1.0438316397849823
8.3825,1.0437793625373326
8.3835,1.0437271367149845
8.384500000000001,1.043674962403018
8.3855,1.0436228396861158
8.3865,1.0435707686485638
8.3875,1.0435187493742517
8.3885,1.043466781946674
8.3895,1.0434148664489316
8.3905,1.0433630029637317
8.3915,1.04331119157339
8.3925,1.0432594323598294
8.3935,1.0432077254045837
8.3945,1.0431560707887975
8.3955,1.0431044685932254
8.3965,1.0430529188982358
8.3975,1.043001421783809
8.3985,1.0429499773295412
8.3995,1.042898585614642
8.400500000000001,1.0428472467179384
8.4015,1.042795960717873
8.4025,1.0427447276925077
8.4035,1.0426935477195223
8.4045,1.0426424208762166
8.4055,1.0425913472395107
8.4065,1.0425403268859466
8.4075,1.0424893598916884
8.4085,1.0424384463325238
8.4095,1.0423875862838645
8.4105,1.0423367798207477
8.4115,1.0422860270178362
8.4125,1.0422353279494196
8.4135,1.042184682689416
8.4145,1.0421340913113724
8.4155,1.042083553888464
8.416500000000001,1.0420330704934981
8.4175,1.0419826411989128
8.4185,1.0419322660767785
8.4195,1.0418819451987988
8.4205,1.041831678636312
8.4215,1.0417814664602902
8.4225,1.041731308741343
8.4235,1.041681205549715
8.4245,1.0416311569552905
8.4255,1.0415811630275906
8.4265,1.0415312238357766
8.4275,1.0414813394486502
8.4285,1.041431509934654
8.4295,1.041381735361873
8.4305,1.0413320157980357
8.4315,1.0412823513105127
8.432500000000001,1.0412327419663214
8.4335,1.0411831878321234
8.4345,1.0411336889742275
8.4355,1.0410842454585898
8.4365,1.041034857350814
8.4375,1.0409855247161535
8.4385,1.0409362476195119
8.4395,1.0408870261254428
8.4405,1.0408378602981523
8.4415,1.0407887502014992
8.4425,1.0407396958989945
8.4435,1.0406906974538048
8.4445,1.0406417549287517
8.445500000000001,1.0405928683863117
8.4465,1.0405440378886195
8.4475,1.0404952634974671
8.448500000000001,1.0404465452743048
8.4495,1.0403978832802427
8.4505,1.0403492775760514
8.4515,1.040300728222162
8.4525,1.0402522352786683
8.4535,1.0402037988053263
8.4545,1.0401554188615563
8.4555,1.0401070955064426
8.4565,1.0400588287987356
8.4575,1.0400106187968514
8.4585,1.0399624655588735
8.4595,1.039914369142553
8.4605,1.03986632960531
8.461500000000001,1.039818347004234
8.4625,1.0397704213960852
8.4635,1.0397225528372953
8.464500000000001,1.0396747413839675
8.4655,1.0396269870918782
8.4665,1.0395792900164778
8.4675,1.039531650212891
8.4685,1.0394840677359183
8.4695,1.039436542640036
8.4705,1.039389074979398
8.4715,1.0393416648078357
8.4725,1.0392943121788596
8.4735,1.0392470171456591
8.4745,1.0391997797611052
8.4755,1.0391526000777487
8.4765,1.0391054781478233
8.477500000000001,1.0390584140232453
8.4785,1.0390114077556152
8.4795,1.0389644593962164
8.480500000000001,1.0389175689960193
8.4815,1.0388707366056795
8.4825,1.0388239622755397
8.4835,1.0387772460556304
8.4845,1.0387305879956705
8.4855,1.0386839881450678
8.4865,1.0386374465529213
8.4875,1.0385909632680197
8.4885,1.0385445383388443
8.4895,1.0384981718135684
8.4905,1.0384518637400588
8.4915,1.0384056141658764
8.4925,1.0383594231382771
8.493500000000001,1.0383132907042123
8.4945,1.0382672169103302
8.4955,1.038221201802976
8.496500000000001,1.0381752454281927
8.4975,1.0381293478317228
8.4985,1.0380835090590081
8.4995,1.038037729155191
8.5005,1.0379920081651148
8.5015,1.0379463461333251
8.5025,1.0379007431040703
8.5035,1.0378551991213016
8.5045,1.0378097142286757
8.5055,1.0377642884695533
8.5065,1.0377189218870018
8.5075,1.0376736145237948
8.5085,1.0376283664224135
8.509500000000001,1.0375831776250473
8.5105,1.0375380481735945
8.5115,1.0374929781096627
8.5125,1.037447967474571
8.5135,1.0374030163093486
8.5145,1.0373581246547376
8.5155,1.0373132925511925
8.5165,1.0372685200388811
8.5175,1.037223807157686
8.5185,1.0371791539472046
8.5195,1.03713456044675
8.5205,1.0370900266953518
8.5215,1.0370455527317575
8.5225,1.0370011385944313
8.5235,1.0369567843215584
8.5245,1.0369124899510413
8.525500000000001,1.0368682555205042
8.5265,1.0368240810672917
8.5275,1.0367799666284705
8.5285,1.0367359122408297
8.5295,1.0366919179408818
8.5305,1.0366479837648628
8.5315,1.0366041097487342
8.5325,1.0365602959281823
8.5335,1.0365165423386205
8.5345,1.036472849015188
8.5355,1.0364292159927526
8.5365,1.0363856433059098
8.5375,1.0363421309889849
8.5385,1.0362986790760322
8.5395,1.036255287600838
8.5405,1.0362119565969183
8.541500000000001,1.036168686097522
8.5425,1.0361254761356307
8.5435,1.0360823267439594
8.5445,1.0360392379549572
8.5455,1.035996209800808
8.5465,1.0359532423134317
8.5475,1.035910335524484
8.5485,1.0358674894653588
8.5495,1.0358247041671855
8.5505,1.0357819796608345
8.5515,1.0357393159769137
8.5525,1.0356967131457715
8.5535,1.0356541711974967
8.5545,1.0356116901619195
8.5555,1.035569270068612
8.5565,1.0355269109468892
8.557500000000001,1.0354846128258093
8.5585,1.035442375734174
8.5595,1.0354001997005307
8.5605,1.035358084753172
8.5615,1.0353160309201364
8.5625,1.0352740382292094
8.5635,1.0352321067079238
8.5645,1.0351902363835614
8.5655,1.035148427283152
8.5665,1.0351066794334751
8.5675,1.0350649928610611
8.5685,1.0350233675921907
8.5695,1.034981803652897
8.570500000000001,1.0349403010689646
8.5715,1.0348988598659312
8.5725,1.0348574800690888
8.573500000000001,1.0348161617034832
8.5745,1.0347749047939154
8.5755,1.0347337093649418
8.5765,1.034692575440876
8.5775,1.0346515030457875
8.5785,1.0346104922035042
8.5795,1.034569542937612
8.5805,1.0345286552714563
8.5815,1.0344878292281419
8.5825,1.034447064830534
8.5835,1.0344063621012582
8.5845,1.034365721062703
8.5855,1.0343251417370185
8.586500000000001,1.0342846241461172
8.5875,1.0342441683116765
8.5885,1.0342037742551373
8.589500000000001,1.0341634419977053
8.5905,1.034123171560352
8.5915,1.0340829629638155
8.5925,1.0340428162286004
8.5935,1.0340027313749787
8.5945,1.0339627084229908
8.5955,1.033922747392446
8.5965,1.0338828483029225
8.5975,1.0338430111737693
8.5985,1.0338032360241058
8.5995,1.0337635228728226
8.6005,1.0337238717385828
8.6015,1.0336842826398212
8.602500000000001,1.0336447555947468
8.6035,1.033605290621342
8.6045,1.033565887737364
8.605500000000001,1.0335265469603447
8.6065,1.0334872683075924
8.6075,1.0334480517961913
8.6085,1.0334088974430025
8.6095,1.0333698052646652
8.6105,1.0333307752775969
8.6115,1.0332918074979935
8.6125,1.0332529019418306
8.6135,1.0332140586248642
8.6145,1.0331752775626302
8.6155,1.033136558770447
8.6165,1.0330979022634144
8.6175,1.033059308056414
8.618500000000001,1.033020776164112
8.6195,1.0329823066009571
8.6205,1.0329438993811837
8.621500000000001,1.0329055545188095
8.6225,1.0328672720276393
8.6235,1.0328290519212635
8.6245,1.032790894213059
8.6255,1.0327527989161902
8.6265,1.0327147660436102
8.6275,1.0326767956080598
8.6285,1.0326388876220691
8.6295,1.0326010420979586
8.6305,1.0325632590478386
8.6315,1.0325255384836103
8.6325,1.0324878804169668
8.6335,1.0324502848593928
8.634500000000001,1.0324127518221664
8.6355,1.0323752813163583
8.6365,1.0323378733528337
8.637500000000001,1.032300527942252
8.6385,1.0322632450950668
8.6395,1.0322260248215291
8.6405,1.032188867131685
8.6415,1.0321517720353766
8.6425,1.0321147395422452
8.6435,1.0320777696617283
8.6445,1.032040862403063
8.6455,1.032004017775285
8.6465,1.0319672357872298
8.6475,1.0319305164475325
8.6485,1.0318938597646299
8.6495,1.03185726574676
8.650500000000001,1.0318207344019614
8.6515,1.0317842657380765
8.6525,1.0317478597627505
8.6535,1.031711516483432
8.6545,1.0316752359073735
8.6555,1.0316390180416326
8.6565,1.0316028628930716
8.6575,1.0315667704683589
8.6585,1.0315307407739696
8.6595,1.031494773816185
8.6605,1.0314588696010947
8.6615,1.031423028134595
8.6625,1.031387249422392
8.6635,1.03135153347
8.6645,1.0313158802827442
8.6655,1.0312802898657585
8.666500000000001,1.0312447622239875
8.6675,1.0312092973621887
8.6685,1.0311738952849299
8.6695,1.0311385559965915
8.6705,1.031103279501367
8.6715,1.0310680658032632
8.6725,1.031032914906101
8.6735,1.0309978268135154
8.6745,1.030962801528957
8.6755,1.0309278390556906
8.6765,1.030892939396799
8.6775,1.0308581025551797
8.6785,1.0308233285335489
8.6795,1.030788617334439
8.6805,1.0307539689602012
8.6815,1.0307193834130057
8.682500000000001,1.0306848606948416
8.6835,1.0306504008075172
8.6845,1.030616003752662
8.6855,1.0305816695317251
8.6865,1.0305473981459778
8.6875,1.0305131895965127
8.6885,1.0304790438842448
8.6895,1.030444961009912
8.6905,1.0304109409740752
8.6915,1.0303769837771193
8.6925,1.0303430894192533
8.6935,1.0303092579005115
8.6945,1.030275489220753
8.695500000000001,1.0302417833796629
8.6965,1.0302081403767527
8.6975,1.0301745602113606
8.698500000000001,1.030141042882652
8.6995,1.0301075883896207
8.7005,1.0300741967310882
8.7015,1.030040867905705
8.7025,1.0300076019119506
8.7035,1.0299743987481351
8.7045,1.0299412584123977
8.7055,1.02990818090271
8.7065,1.029875166216873
8.7075,1.029842214352521
8.7085,1.0298093253071197
8.7095,1.0297764990779674
8.7105,1.0297437356621961
8.711500000000001,1.0297110350567715
8.7125,1.029678397258493
8.7135,1.029645822263995
8.714500000000001,1.0296133100697469
8.7155,1.0295808606720536
8.7165,1.0295484740670564
8.7175,1.0295161502507326
8.7185,1.0294838892188969
8.7195,1.0294516909672018
8.7205,1.0294195554911372
8.7215,1.0293874827860314
8.7225,1.0293554728470522
8.7235,1.029323525669206
8.7245,1.0292916412473396
8.7255,1.0292598195761402
8.7265,1.0292280606501352
8.727500000000001,1.0291963644636932
8.7285,1.0291647310110255
8.7295,1.029133160286184
8.730500000000001,1.0291016522830645
8.7315,1.0290702069954054
8.7325,1.0290388244167883
8.7335,1.0290075045406395
8.7345,1.0289762473602289
8.7355,1.0289450528686714
8.7365,1.028913921058928
8.7375,1.0288828519238045
8.7385,1.0288518454559534
8.7395,1.0288209016478742
8.7405,1.0287900204919127
8.7415,1.0287592019802625
8.7425,1.0287284461049657
8.743500000000001,1.0286977528579127
8.7445,1.0286671222308421
8.7455,1.0286365542153426
8.746500000000001,1.0286060488028521
8.7475,1.0285756059846594
8.7485,1.0285452257519032
8.7495,1.0285149080955733
8.7505,1.028484653006512
8.7515,1.028454460475412
8.7525,1.02842433049282
8.7535,1.028394263049134
8.7545,1.0283642581346062
8.7555,1.0283343157393419
8.7565,1.0283044358533011
8.7575,1.0282746184662976
8.7585,1.0282448635680006
8.759500000000001,1.0282151711479346
8.7605,1.0281855411954797
8.7615,1.0281559736998724
8.762500000000001,1.0281264686502054
8.7635,1.0280970260354292
8.7645,1.0280676458443507
8.7655,1.028038328065636
8.7665,1.0280090726878084
8.7675,1.0279798796992499
8.7685,1.0279507490882023
8.7695,1.0279216808427665
8.7705,1.0278926749509039
8.7715,1.0278637314004349
8.7725,1.027834850179042
8.7735,1.027806031274268
8.7745,1.0277772746735183
8.775500000000001,1.0277485803640591
8.7765,1.0277199483330193
8.7775,1.0276913785673913
8.7785,1.0276628710540296
8.7795,1.0276344257796532
8.7805,1.0276060427308444
8.7815,1.02757772189405
8.7825,1.0275494632555822
8.7835,1.0275212668016172
8.7845,1.027493132518198
8.7855,1.0274650603912325
8.7865,1.0274370504064962
8.7875,1.0274091025496297
8.7885,1.0273812168061423
8.7895,1.0273533931614096
8.7905,1.027325631600676
8.791500000000001,1.0272979321090536
8.7925,1.0272702946715235
8.7935,1.0272427192729356
8.7945,1.0272152058980095
8.7955,1.027187754531335
8.7965,1.0271603651573709
8.7975,1.0271330377604475
8.7985,1.0271057723247663
8.7995,1.0270785688343993
8.8005,1.0270514272732914
8.8015,1.0270243476252578
8.8025,1.0269973298739883
8.8035,1.0269703740030438
8.8045,1.0269434799958599
8.8055,1.0269166478357443
8.8065,1.0268898775058795
8.807500000000001,1.0268631689893226
8.8085,1.026836522269005
8.8095,1.0268099373277328
8.8105,1.0267834141481886
8.8115,1.0267569527129299
8.8125,1.0267305530043904
8.8135,1.0267042150048806
8.8145,1.0266779386965885
8.8155,1.026651724061578
8.8165,1.0266255710817915
8.8175,1.0265994797390496
8.8185,1.0265734500150505
8.8195,1.0265474818913716
8.820500000000001,1.0265215753494688
8.8215,1.0264957303706785
8.8225,1.0264699469362155
8.823500000000001,1.0264442250271761
8.8245,1.0264185646245354
8.8255,1.026392965709151
8.8265,1.0263674282617608
8.8275,1.026341952262984
8.8285,1.026316537693322
8.8295,1.0262911845331588
8.8305,1.0262658927627601
8.8315,1.0262406623622755
8.8325,1.0262154933117367
8.8335,1.0261903855910597
8.8345,1.0261653391800443
8.8355,1.0261403540583747
8.836500000000001,1.0261154302056197
8.8375,1.0260905676012329
8.8385,1.0260657662245527
8.839500000000001,1.0260410260548043
8.8405,1.0260163470710975
8.8415,1.0259917292524297
8.8425,1.025967172577684
8.8435,1.0259426770256308
8.8445,1.0259182425749278
8.8455,1.0258938692041204
8.8465,1.0258695568916416
8.8475,1.025845305615813
8.8485,1.0258211153548449
8.8495,1.0257969860868361
8.8505,1.025772917789775
8.8515,1.0257489104415398
8.852500000000001,1.0257249640198982
8.8535,1.025701078502508
8.8545,1.025677253866918
8.855500000000001,1.025653490090568
8.8565,1.0256297871507882
8.8575,1.0256061450248015
8.8585,1.0255825636897213
8.8595,1.0255590431225543
8.8605,1.0255355833001991
8.8615,1.025512184199447
8.8625,1.0254888457969829
8.8635,1.0254655680693847
8.8645,1.025442350993124
8.8655,1.025419194544567
8.8665,1.0253960986999733
8.8675,1.025373063435498
8.868500000000001,1.0253500887271914
8.8695,1.025327174550998
8.8705,1.0253043208827584
8.871500000000001,1.0252815276982092
8.8725,1.0252587949729837
8.8735,1.0252361226826108
8.8745,1.0252135108025164
8.8755,1.025190959308024
8.8765,1.025168468174354
8.8775,1.025146037376625
8.8785,1.0251236668898533
8.8795,1.0251013566889533
8.8805,1.0250791067487386
8.8815,1.0250569170439212
8.8825,1.0250347875491124
8.8835,1.0250127182388236
8.884500000000001,1.0249907090874653
8.8855,1.0249687600693478
8.8865,1.0249468711586829
8.887500000000001,1.0249250423295824
8.8885,1.0249032735560586
8.8895,1.0248815648120262
8.8905,1.0248599160713008
8.8915,1.0248383273075996
8.8925,1.024816798494542
8.8935,1.024795329605651
8.8945,1.02477392061435
8.8955,1.0247525714939676
8.8965,1.0247312822177348
8.8975,1.0247100527587856
8.8985,1.0246888830901586
8.8995,1.0246677731847964
8.900500000000001,1.0246467230155456
8.9015,1.024625732555158
8.9025,1.02460480177629
8.9035,1.0245839306515034
8.9045,1.0245631191532654
8.9055,1.0245423672539489
8.9065,1.0245216749258332
8.9075,1.0245010421411036
8.9085,1.024480468871852
8.9095,1.024459955090078
8.9105,1.0244395007676868
8.9115,1.0244191058764924
8.9125,1.024398770388216
8.9135,1.0243784942744867
8.9145,1.0243582775068418
8.9155,1.0243381200567279
8.916500000000001,1.0243180218954988
8.9175,1.024297982994419
8.9185,1.024278003324661
8.9195,1.024258082857308
8.9205,1.0242382215633516
8.9215,1.0242184194136954
8.9225,1.0241986763791517
8.9235,1.024178992430444
8.9245,1.0241593675382075
8.9255,1.0241398016729868
8.9265,1.0241202948052395
8.9275,1.024100846905334
8.9285,1.024081457943551
8.9295,1.0240621278900832
8.9305,1.0240428567150357
8.9315,1.0240236443884267
8.932500000000001,1.024004490880187
8.9335,1.02398539616016
8.9345,1.023966360198104
8.9355,1.0239473829636894
8.9365,1.0239284644265019
8.9375,1.0239096045560405
8.9385,1.0238908033217193
8.9395,1.0238720606928666
8.9405,1.0238533766387257
8.9415,1.0238347511284556
8.9425,1.02381618413113
8.9435,1.023797675615739
8.9445,1.023779225551188
8.945500000000001,1.0237608339062994
8.9465,1.0237425006498106
8.9475,1.0237242257503776
8.948500000000001,1.023706009176572
8.9495,1.0236878508968825
8.9505,1.0236697508797161
8.9515,1.0236517090933965
8.9525,1.0236337255061658
8.9535,1.023615800086184
8.9545,1.0235979328015294
8.9555,1.0235801236201991
8.9565,1.0235623725101093
8.9575,1.0235446794390943
8.9585,1.0235270443749085
8.9595,1.0235094672852258
8.9605,1.0234919481376392
8.961500000000001,1.0234744868996628
8.9625,1.0234570835387296
8.9635,1.023439738022194
8.964500000000001,1.023422450317331
8.9655,1.0234052203913362
8.9665,1.023388048211326
8.9675,1.0233709337443393
8.9685,1.0233538769573358
8.9695,1.0233368778171972
8.9705,1.0233199362907268
8.9715,1.023303052344651
8.9725,1.0232862259456181
8.9735,1.0232694570601992
8.9745,1.023252745654889
8.9755,1.0232360916961043
8.9765,1.0232194951501863
8.977500000000001,1.023202955983399
8.9785,1.0231864741619305
8.9795,1.0231700496518936
8.980500000000001,1.023153682419324
8.9815,1.0231373724301833
8.9825,1.0231211196503571
8.9835,1.0231049240456558
8.9845,1.0230887855818154
8.9855,1.0230727042244974
8.9865,1.0230566799392875
8.9875,1.0230407126916992
8.9885,1.0230248024471704
8.9895,1.023008949171066
8.9905,1.0229931528286773
8.9915,1.022977413385222
8.9925,1.0229617308058447
8.993500000000001,1.022946105055617
8.9945,1.0229305360995375
8.9955,1.0229150239025335
8.996500000000001,1.0228995684294584
8.9975,1.0228841696450943
8.9985,1.0228688275141515
8.9995,1.0228535420012685
9.0005,1.0228383130710121
9.0015,1.0228231406878776
9.0025,1.02280802481629
9.0035,1.0227929654206025
9.0045,1.0227779624650988
9.0055,1.0227630159139907
9.0065,1.0227481257314206
9.0075,1.0227332918814613
9.0085,1.0227185143281143
9.009500000000001,1.0227037930353127
9.0105,1.0226891279669197
9.0115,1.0226745190867288
9.012500000000001,1.0226599663584652
9.0135,1.0226454697457847
9.0145,1.022631029212275
9.0155,1.022616644721454
9.0165,1.022602316236773
9.0175,1.022588043721614
9.0185,1.0225738271392915
9.0195,1.022559666453052
9.0205,1.022545561626076
9.0215,1.022531512621474
9.0225,1.0225175194022913
9.0235,1.0225035819315058
9.0245,1.0224897001720292
9.025500000000001,1.022475874086705
9.0265,1.0224621036383124
9.0275,1.0224483887895626
9.0285,1.022434729503102
9.0295,1.0224211257415108
9.0305,1.0224075774673034
9.0315,1.0223940846429291
9.0325,1.0223806472307717
9.0335,1.0223672651931501
9.0345,1.0223539384923181
9.0355,1.0223406670904651
9.0365,1.0223274509497158
9.0375,1.0223142900321305
9.0385,1.0223011842997054
9.0395,1.022288133714373
9.0405,1.0222751382380013
9.041500000000001,1.0222621978323956
9.0425,1.0222493124592973
9.0435,1.0222364820803846
9.0445,1.0222237066572724
9.0455,1.022210986151513
9.0465,1.022198320524596
9.0475,1.022185709737948
9.0485,1.022173153752934
9.0495,1.0221606525308562
9.0505,1.0221482060329552
9.0515,1.0221358142204093
9.0525,1.0221234770543355
9.0535,1.0221111944957888
9.0545,1.0220989665057638
9.0555,1.0220867930451931
9.0565,1.0220746740749487
9.057500000000001,1.0220626095558418
9.0585,1.0220505994486226
9.0595,1.0220386437139812
9.0605,1.0220267423125475
9.0615,1.0220148952048909
9.0625,1.0220031023515213
9.0635,1.021991363712888
9.0645,1.0219796792493816
9.0655,1.0219680489213325
9.0665,1.021956472689013
9.0675,1.0219449505126341
9.0685,1.0219334823523498
9.0695,1.0219220681682546
9.070500000000001,1.0219107079203849
9.0715,1.0218994015687173
9.0725,1.0218881490731713
9.073500000000001,1.0218769503936078
9.0745,1.0218658054898295
9.0755,1.0218547143215824
9.0765,1.0218436768485528
9.0775,1.0218326930303716
9.0785,1.021821762826611
9.0795,1.0218108861967867
9.0805,1.0218000631003568
9.0815,1.021789293496723
9.0825,1.0217785773452304
9.0835,1.0217679146051666
9.0845,1.0217573052357638
9.0855,1.0217467491961978
9.086500000000001,1.021736246445588
9.0875,1.0217257969429978
9.0885,1.0217154006474352
9.089500000000001,1.0217050575178523
9.0905,1.0216947675131463
9.0915,1.0216845305921576
9.0925,1.0216743467136729
9.0935,1.0216642158364238
9.0945,1.021654137919086
9.0955,1.0216441129202813
9.0965,1.021634140798577
9.0975,1.0216242215124853
9.0985,1.021614355020465
9.0995,1.02160454128092
9.1005,1.021594780252201
9.1015,1.0215850718926038
9.102500000000001,1.0215754161603718
9.1035,1.0215658130136942
9.1045,1.0215562624107064
9.105500000000001,1.0215467643094913
9.1065,1.0215373186680785
9.1075,1.0215279254444447
9.1085,1.0215185845965133
9.1095,1.0215092960821557
9.1105,1.0215000598591906
9.1115,1.0214908758853842
9.1125,1.02148174411845
9.1135,1.021472664516051
9.1145,1.0214636370357963
9.1155,1.0214546616352445
9.1165,1.021445738271902
9.1175,1.0214368669032237
9.118500000000001,1.0214280474866133
9.1195,1.0214192799794233
9.1205,1.0214105643389548
9.121500000000001,1.021401900522458
9.1225,1.0213932884871326
9.1235,1.0213847281901274
9.1245,1.0213762195885403
9.1255,1.021367762639419
9.1265,1.0213593572997615
9.1275,1.021351003526515
9.1285,1.0213427012765768
9.1295,1.0213344505067938
9.1305,1.021326251173965
9.1315,1.021318103234837
9.1325,1.0213100066461098
9.1335,1.0213019613644319
9.134500000000001,1.0212939673464034
9.1355,1.0212860245485755
9.1365,1.0212781329274503
9.137500000000001,1.0212702924394808
9.1385,1.0212625030410714
9.1395,1.0212547646885786
9.1405,1.0212470773383093
9.1415,1.021239440946523
9.1425,1.0212318554694313
9.1435,1.0212243208631966
9.1445,1.0212168370839343
9.1455,1.0212094040877115
9.1465,1.021202021830548
9.1475,1.021194690268416
9.1485,1.02118740935724
9.1495,1.0211801790528976
9.150500000000001,1.0211729993112193
9.1515,1.021165870087988
9.1525,1.0211587913389402
9.1535,1.0211517630197657
9.1545,1.021144785086107
9.1555,1.0211378574935608
9.1565,1.0211309801976771
9.1575,1.0211241531539592
9.1585,1.0211173763178647
9.1595,1.0211106496448057
9.1605,1.0211039730901468
9.1615,1.0210973466092086
9.1625,1.0210907701572642
9.1635,1.0210842436895429
9.1645,1.0210777671612272
9.1655,1.0210713405274552
9.166500000000001,1.0210649637433193
9.1675,1.0210586367638668
9.1685,1.0210523595441003
9.1695,1.0210461320389772
9.1705,1.0210399542034105
9.1715,1.0210338259922684
9.1725,1.0210277473603748
9.1735,1.021021718262509
9.1745,1.0210157386534058
9.1755,1.0210098084877564
9.1765,1.0210039277202074
9.1775,1.0209980963053622
9.1785,1.0209923141977797
9.1795,1.020986581351975
9.1805,1.0209808977224206
9.1815,1.0209752632635447
9.182500000000001,1.020969677929732
9.1835,1.0209641416753246
9.1845,1.0209586544546212
9.1855,1.0209532162218768
9.1865,1.0209478269313053
9.1875,1.0209424865370753
9.1885,1.0209371949933148
9.1895,1.020931952254108
9.1905,1.0209267582734973
9.1915,1.0209216130054826
9.1925,1.0209165164040213
9.1935,1.0209114684230287
9.1945,1.0209064690163783
9.195500000000001,1.0209015181379009
9.1965,1.020896615741387
9.1975,1.020891761780584
9.198500000000001,1.0208869562091982
9.1995,1.0208821989808943
9.2005,1.0208774900492956
9.2015,1.0208728293679845
9.2025,1.0208682168905014
9.2035,1.0208636525703463
9.2045,1.0208591363609778
9.2055,1.0208546682158144
9.2065,1.0208502480882327
9.2075,1.0208458759315695
9.2085,1.0208415516991203
9.2095,1.0208372753441408
9.2105,1.0208330468198463
9.211500000000001,1.0208288660794114
9.2125,1.0208247330759708
9.2135,1.0208206477626192
9.214500000000001,1.020816610092411
9.2155,1.0208126200183611
9.2165,1.0208086774934448
9.2175,1.0208047824705975
9.2185,1.0208009349027147
9.2195,1.0207971347426528
9.2205,1.0207933819432293
9.2215,1.0207896764572215
9.2225,1.0207860182373683
9.2235,1.0207824072363687
9.2245,1.0207788434068839
9.2255,1.0207753267015351
9.2265,1.0207718570729059
9.227500000000001,1.0207684344735397
9.2285,1.0207650588559432
9.2295,1.0207617301725824
9.230500000000001,1.020758448375887
9.2315,1.0207552134182472
9.2325,1.0207520252520152
9.2335,1.0207488838295056
9.2345,1.020745789102994
9.2355,1.0207427410247194
9.2365,1.0207397395468816
9.2375,1.0207367846216435
9.2385,1.0207338762011304
9.2395,1.0207310142374297
9.2405,1.0207281986825918
9.2415,1.0207254294886288
9.2425,1.020722706607517
9.243500000000001,1.020720029991194
9.2445,1.020717399591561
9.2455,1.0207148153604828
9.246500000000001,1.0207122772497863
9.2475,1.020709785211262
9.2485,1.020707339196664
9.2495,1.0207049391577088
9.2505,1.0207025850460776
9.2515,1.0207002768134141
9.2525,1.0206980144113265
9.2535,1.020695797791386
9.2545,1.0206936269051277
9.2555,1.0206915017040512
9.2565,1.0206894221396192
9.2575,1.0206873881632594
9.2585,1.0206853997263632
9.259500000000001,1.0206834567802858
9.2605,1.0206815592763474
9.2615,1.0206797071658322
9.262500000000001,1.0206779003999893
9.2635,1.0206761389300323
9.2645,1.0206744227071392
9.2655,1.0206727516824525
9.2665,1.0206711258070806
9.2675,1.0206695450320955
9.2685,1.0206680093085354
9.2695,1.0206665185874029
9.2705,1.0206650728196653
9.2715,1.0206636719562567
9.2725,1.020662315948075
9.2735,1.0206610047459845
9.2745,1.0206597383008145
9.275500000000001,1.0206585165633602
9.2765,1.0206573394843816
9.2775,1.0206562070146061
9.278500000000001,1.0206551191047255
9.2795,1.0206540757053981
9.2805,1.0206530767672475
9.2815,1.0206521222408649
9.2825,1.0206512120768063
9.2835,1.0206503462255938
9.2845,1.020649524637717
9.2855,1.0206487472636312
9.2865,1.0206480140537577
9.2875,1.0206473249584853
9.2885,1.0206466799281688
